X;Y
691;[-0.84439459 -3.46925913]
692;[-0.86115961 -3.46722004]
693;[-0.87818346 -3.46498583]
694;[-0.89546887 -3.46255451]
695;[-0.91301846 -3.45992416]
696;[-0.93083478 -3.45709292]
697;[-0.94892026 -3.45405906]
698;[-0.9672772  -3.45082093]
699;[-0.98590776 -3.44737699]
700;[-1.00481395 -3.44372586]
701;[-1.02399756 -3.43986627]
702;[-1.04346021 -3.43579713]
703;[-1.06320329 -3.43151752]
704;[-1.08322792 -3.42702668]
705;[-1.10353497 -3.42232406]
706;[-1.12412501 -3.41740932]
707;[-1.14499828 -3.41228232]
708;[-1.16615469 -3.40694316]
709;[-1.18759378 -3.40139218]
710;[-1.20931469 -3.39562995]
711;[-1.23131615 -3.38965728]
712;[-1.25359644 -3.38347526]
713;[-1.27615338 -3.37708522]
714;[-1.29898431 -3.37048875]
715;[-1.32208606 -3.36368771]
716;[-1.34545493 -3.35668421]
717;[-1.36908665 -3.34948062]
718;[-1.39297642 -3.34207955]
719;[-1.41711884 -3.33448386]
720;[-1.44150792 -3.32669664]
721;[-1.46613707 -3.31872122]
722;[-1.49099908 -3.31056113]
723;[-1.51608613 -3.3022201 ]
724;[-1.54138978 -3.29370207]
725;[-1.56690098 -3.28501114]
726;[-1.59261005 -3.27615155]
727;[-1.61850673 -3.26712771]
728;[-1.64458016 -3.25794415]
729;[-1.6708189  -3.24860549]
730;[-1.69721096 -3.23911645]
731;[-1.72374383 -3.22948183]
732;[-1.7504045  -3.21970647]
733;[-1.77717949 -3.20979524]
734;[-1.80405488 -3.19975304]
735;[-1.83101639 -3.18958476]
736;[-1.85804937 -3.17929528]
737;[-1.88513888 -3.16888943]
738;[-1.91226973 -3.15837201]
739;[-1.93942654 -3.14774772]
740;[-1.96659378 -3.13702122]
741;[-1.99375585 -3.12619704]
742;[-2.02089709 -3.11527963]
743;[-2.04800191 -3.1042733 ]
744;[-2.07505478 -3.09318223]
745;[-2.10204032 -3.08201048]
746;[-2.12894336 -3.07076195]
747;[-2.15574898 -3.05944037]
748;[-2.18244255 -3.04804934]
749;[-2.20900984 -3.03659225]
750;[-2.23543699 -3.02507237]
751;[-2.26171061 -3.01349275]
752;[-2.2878178 -3.0018563]
753;[-2.31374618 -2.99016572]
754;[-2.33948394 -2.97842357]
755;[-2.36501986 -2.96663222]
756;[-2.39034333 -2.95479386]
757;[-2.41544438 -2.94291053]
758;[-2.4403137  -2.93098411]
759;[-2.46494262 -2.9190163 ]
760;[-2.48932314 -2.90700868]
761;[-2.51344795 -2.89496267]
762;[-2.53731041 -2.88287956]
763;[-2.56090454 -2.87076052]
